Release date,Product,Platform,Impact,Severity,Article,Download,Details
03/10/2020,Windows 10 Version 1803 for ARM64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4540689,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540689,CVE-2020-0809
03/10/2020,"Windows Server, version 1803  (Server Core Installation)",,Remote Code Execution,Critical,https://support.microsoft.com/help/4540689,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540689,CVE-2020-0809
03/10/2020,Windows 10 Version 1803 for x64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4540689,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540689,CVE-2020-0809
03/10/2020,Windows 10 Version 1803 for 32-bit Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4540689,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540689,CVE-2020-0809
03/10/2020,Internet Explorer 11,Windows 10 Version 1709 for ARM64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540681,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540681,CVE-2020-0832
03/10/2020,Internet Explorer 11,Windows 10 Version 1709 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540681,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540681,CVE-2020-0832
03/10/2020,Internet Explorer 11,Windows 10 Version 1709 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540681,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540681,CVE-2020-0832
03/10/2020,Internet Explorer 11,Windows 10 Version 1809 for ARM64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4538461,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4538461,CVE-2020-0832
03/10/2020,Internet Explorer 11,Windows 10 Version 1809 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4538461,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4538461,CVE-2020-0832
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1709 for ARM64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540681,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540681,CVE-2020-0831
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1709 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540681,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540681,CVE-2020-0831
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1709 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540681,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540681,CVE-2020-0831
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1809 for ARM64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4538461,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4538461,CVE-2020-0831
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1809 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4538461,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4538461,CVE-2020-0831
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1809 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4538461,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4538461,CVE-2020-0828
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1809 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4538461,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4538461,CVE-2020-0831
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1803 for ARM64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540689,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540689,CVE-2020-0831
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1803 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540689,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540689,CVE-2020-0831
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1803 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540689,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540689,CVE-2020-0831
03/10/2020,Internet Explorer 11,Windows 10 Version 1909 for ARM64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540673,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540673,CVE-2020-0830
03/10/2020,Internet Explorer 11,Windows 10 Version 1909 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540673,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540673,CVE-2020-0830
03/10/2020,Internet Explorer 11,Windows 10 Version 1909 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540673,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540673,CVE-2020-0830
03/10/2020,Internet Explorer 11,Windows RT 8.1,Remote Code Execution,Critical,https://support.microsoft.com/help/4541509,,CVE-2020-0830
03/10/2020,Internet Explorer 11,Windows RT 8.1,Remote Code Execution,Critical,https://support.microsoft.com/help/4541509,,CVE-2020-0833
03/10/2020,Internet Explorer 11,Windows 8.1 for x64-based systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4541509,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541509,CVE-2020-0833
03/10/2020,Internet Explorer 11,Windows 8.1 for x64-based systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540671,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540671,CVE-2020-0833
03/10/2020,Internet Explorer 11,Windows 8.1 for 32-bit systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4541509,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541509,CVE-2020-0833
03/10/2020,Internet Explorer 11,Windows 8.1 for 32-bit systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540671,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540671,CVE-2020-0833
03/10/2020,Internet Explorer 11,Windows 7 for x64-based Systems Service Pack 1,Remote Code Execution,Critical,https://support.microsoft.com/help/4540688,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540688,CVE-2020-0833
03/10/2020,Internet Explorer 11,Windows 7 for x64-based Systems Service Pack 1,Remote Code Execution,Critical,https://support.microsoft.com/help/4540671,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540671,CVE-2020-0833
03/10/2020,Internet Explorer 11,Windows 7 for 32-bit Systems Service Pack 1,Remote Code Execution,Critical,https://support.microsoft.com/help/4540688,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540688,CVE-2020-0833
03/10/2020,Internet Explorer 11,Windows 7 for 32-bit Systems Service Pack 1,Remote Code Execution,Critical,https://support.microsoft.com/help/4540671,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540671,CVE-2020-0833
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1809 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4538461,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4538461,CVE-2020-0812
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1809 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4538461,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4538461,CVE-2020-0812
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1903 for ARM64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540673,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540673,CVE-2020-0811
03/10/2020,Internet Explorer 11,Windows 10 Version 1809 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4538461,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4538461,CVE-2020-0830
03/10/2020,Internet Explorer 11,Windows 10 Version 1803 for ARM64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540689,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540689,CVE-2020-0830
03/10/2020,Internet Explorer 11,Windows 10 Version 1803 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540689,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540689,CVE-2020-0830
03/10/2020,Internet Explorer 11,Windows 10 Version 1803 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540689,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540689,CVE-2020-0830
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1909 for ARM64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540673,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540673,CVE-2020-0830
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1909 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540673,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540673,CVE-2020-0830
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1909 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540673,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540673,CVE-2020-0830
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1607 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540670,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540670,CVE-2020-0830
03/10/2020,Internet Explorer 11,Windows 10 Version 1809 for ARM64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4538461,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4538461,CVE-2020-0833
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1909 for ARM64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540673,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540673,CVE-2020-0827
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1909 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540673,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540673,CVE-2020-0827
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1909 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540673,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540673,CVE-2020-0827
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1809 for ARM64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4538461,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4538461,CVE-2020-0827
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1809 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4538461,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4538461,CVE-2020-0827
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1809 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4538461,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4538461,CVE-2020-0827
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1803 for ARM64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540689,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540689,CVE-2020-0827
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1803 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540689,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540689,CVE-2020-0827
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1803 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540689,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540689,CVE-2020-0827
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1607 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540670,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540670,CVE-2020-0826
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1607 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540670,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540670,CVE-2020-0826
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1809 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4538461,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4538461,CVE-2020-0848
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1809 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4538461,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4538461,CVE-2020-0848
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1803 for ARM64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540689,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540689,CVE-2020-0848
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1803 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540689,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540689,CVE-2020-0848
03/10/2020,Microsoft Edge (EdgeHTML-based),Windows 10 Version 1803 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540689,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540689,CVE-2020-0848
03/10/2020,Internet Explorer 11,Windows RT 8.1,Remote Code Execution,Critical,https://support.microsoft.com/help/4541509,,CVE-2020-0847
03/10/2020,Internet Explorer 11,Windows 8.1 for 32-bit systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4541509,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541509,CVE-2020-0847
03/10/2020,Internet Explorer 11,Windows 8.1 for 32-bit systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540671,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540671,CVE-2020-0847
03/10/2020,Internet Explorer 11,Windows 7 for x64-based Systems Service Pack 1,Remote Code Execution,Critical,https://support.microsoft.com/help/4540688,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540688,CVE-2020-0847
03/10/2020,Internet Explorer 11,Windows 7 for x64-based Systems Service Pack 1,Remote Code Execution,Critical,https://support.microsoft.com/help/4540671,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540671,CVE-2020-0847
03/10/2020,Internet Explorer 11,Windows 7 for 32-bit Systems Service Pack 1,Remote Code Execution,Critical,https://support.microsoft.com/help/4540688,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540688,CVE-2020-0847
03/10/2020,Internet Explorer 11,Windows 7 for 32-bit Systems Service Pack 1,Remote Code Execution,Critical,https://support.microsoft.com/help/4540671,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540671,CVE-2020-0847
03/10/2020,Internet Explorer 11,Windows 10 Version 1607 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540670,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540670,CVE-2020-0847
03/10/2020,Internet Explorer 11,Windows 10 Version 1607 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540670,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540670,CVE-2020-0847
03/10/2020,Internet Explorer 11,Windows 10 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540693,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540693,CVE-2020-0847
03/10/2020,Internet Explorer 11,Windows 10 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540693,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540693,CVE-2020-0847
03/10/2020,Internet Explorer 11,Windows 10 Version 1903 for ARM64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540673,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540673,CVE-2020-0847
03/10/2020,Internet Explorer 11,Windows 10 Version 1903 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540673,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540673,CVE-2020-0847
03/10/2020,Internet Explorer 11,Windows 10 Version 1903 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540673,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540673,CVE-2020-0847
03/10/2020,Internet Explorer 11,Windows 10 Version 1709 for ARM64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540681,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540681,CVE-2020-0847
03/10/2020,Internet Explorer 11,Windows 10 Version 1709 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540681,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540681,CVE-2020-0847
03/10/2020,Internet Explorer 11,Windows 10 Version 1709 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540681,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540681,CVE-2020-0847
03/10/2020,Internet Explorer 11,Windows 10 Version 1909 for ARM64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540673,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540673,CVE-2020-0847
03/10/2020,Internet Explorer 11,Windows 10 Version 1909 for x64-based Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540673,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540673,CVE-2020-0847
03/10/2020,Internet Explorer 11,Windows 10 Version 1909 for 32-bit Systems,Remote Code Execution,Critical,https://support.microsoft.com/help/4540673,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540673,CVE-2020-0847
03/10/2020,"Windows Server, version 1909 (Server Core installation)",,Remote Code Execution,Critical,,,ADV200005
03/10/2020,Windows 10 Version 1903 for ARM64-based Systems,,Remote Code Execution,Critical,,,ADV200005
03/10/2020,Windows 10 Version 1909 for ARM64-based Systems,,Remote Code Execution,Critical,,,ADV200005
03/10/2020,Windows 10 Version 1909 for x64-based Systems,,Remote Code Execution,Critical,,,ADV200005
03/10/2020,Windows 10 Version 1909 for 32-bit Systems,,Remote Code Execution,Critical,,,ADV200005
03/10/2020,"Windows Server, version 1903 (Server Core installation)",,Remote Code Execution,Critical,,,ADV200005
03/10/2020,Windows 10 Version 1903 for x64-based Systems,,Remote Code Execution,Critical,,,ADV200005
03/10/2020,Windows 10 Version 1903 for 32-bit Systems,,Remote Code Execution,Critical,,,ADV200005
03/10/2020,Microsoft Dynamics NAV 2013,,Remote Code Execution,Critical,https://support.microsoft.com/en-us/help/4551258,https://www.microsoft.com/en-us/download/details.aspx?id=101055,CVE-2020-0905
03/10/2020,Windows Server 2012 R2,,Remote Code Execution,Critical,https://support.microsoft.com/help/4541509,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541509,CVE-2020-0881
03/10/2020,Windows Server 2012 R2,,Remote Code Execution,Critical,https://support.microsoft.com/help/4541505,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541505,CVE-2020-0881
03/10/2020,Windows Server 2012 (Server Core installation),,Remote Code Execution,Critical,https://support.microsoft.com/help/4541510,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541510,CVE-2020-0881
03/10/2020,Windows Server 2012 (Server Core installation),,Remote Code Execution,Critical,https://support.microsoft.com/help/4540694,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540694,CVE-2020-0881
03/10/2020,Windows Server 2012,,Remote Code Execution,Critical,https://support.microsoft.com/help/4541510,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541510,CVE-2020-0881
03/10/2020,Windows Server 2012,,Remote Code Execution,Critical,https://support.microsoft.com/help/4540694,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540694,CVE-2020-0881
03/10/2020,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),,Remote Code Execution,Critical,https://support.microsoft.com/help/4540688,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540688,CVE-2020-0881
03/10/2020,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),,Remote Code Execution,Critical,https://support.microsoft.com/help/4541500,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541500,CVE-2020-0881
03/10/2020,Windows Server 2008 R2 for x64-based Systems Service Pack 1,,Remote Code Execution,Critical,https://support.microsoft.com/help/4540688,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540688,CVE-2020-0881
03/10/2020,Windows Server 2008 R2 for x64-based Systems Service Pack 1,,Remote Code Execution,Critical,https://support.microsoft.com/help/4541500,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541500,CVE-2020-0881
03/10/2020,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),,Remote Code Execution,Critical,https://support.microsoft.com/help/4541506,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541506,CVE-2020-0881
03/10/2020,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),,Remote Code Execution,Critical,https://support.microsoft.com/help/4541504,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541504,CVE-2020-0881
03/10/2020,Windows Server 2008 for x64-based Systems Service Pack 2,,Remote Code Execution,Critical,https://support.microsoft.com/help/4541506,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541506,CVE-2020-0881
03/10/2020,Windows Server 2008 for x64-based Systems Service Pack 2,,Remote Code Execution,Critical,https://support.microsoft.com/help/4541504,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541504,CVE-2020-0881
03/10/2020,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),,Remote Code Execution,Critical,https://support.microsoft.com/help/4541506,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541506,CVE-2020-0881
03/10/2020,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),,Remote Code Execution,Critical,https://support.microsoft.com/help/4541504,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541504,CVE-2020-0881
03/10/2020,Windows Server 2008 for 32-bit Systems Service Pack 2,,Remote Code Execution,Critical,https://support.microsoft.com/help/4541506,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541506,CVE-2020-0881
03/10/2020,Windows Server 2008 for 32-bit Systems Service Pack 2,,Remote Code Execution,Critical,https://support.microsoft.com/help/4541504,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541504,CVE-2020-0881
03/10/2020,Windows RT 8.1,,Remote Code Execution,Critical,https://support.microsoft.com/help/4541509,,CVE-2020-0881
03/10/2020,Windows 8.1 for x64-based systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4541509,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541509,CVE-2020-0881
03/10/2020,Windows 8.1 for x64-based systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4541505,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541505,CVE-2020-0881
03/10/2020,Windows 8.1 for 32-bit systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4541509,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541509,CVE-2020-0881
03/10/2020,Windows 8.1 for 32-bit systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4541505,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541505,CVE-2020-0881
03/10/2020,Windows 7 for x64-based Systems Service Pack 1,,Remote Code Execution,Critical,https://support.microsoft.com/help/4540688,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540688,CVE-2020-0881
03/10/2020,Windows 7 for x64-based Systems Service Pack 1,,Remote Code Execution,Critical,https://support.microsoft.com/help/4541500,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541500,CVE-2020-0881
03/10/2020,Windows 7 for 32-bit Systems Service Pack 1,,Remote Code Execution,Critical,https://support.microsoft.com/help/4540688,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540688,CVE-2020-0881
03/10/2020,Windows 7 for 32-bit Systems Service Pack 1,,Remote Code Execution,Critical,https://support.microsoft.com/help/4541500,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4541500,CVE-2020-0881
03/10/2020,Windows Server 2016  (Server Core installation),,Remote Code Execution,Critical,https://support.microsoft.com/help/4540670,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540670,CVE-2020-0881
03/10/2020,Windows Server 2016,,Remote Code Execution,Critical,https://support.microsoft.com/help/4540670,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540670,CVE-2020-0881
03/10/2020,Windows 10 Version 1709 for 32-bit Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4540681,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540681,CVE-2020-0869
03/10/2020,"Windows Server, version 1909 (Server Core installation)",,Remote Code Execution,Critical,https://support.microsoft.com/help/4540673,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540673,CVE-2020-0869
03/10/2020,Windows 10 Version 1909 for ARM64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4540673,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540673,CVE-2020-0869
03/10/2020,Windows 10 Version 1909 for x64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4540673,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540673,CVE-2020-0869
03/10/2020,Windows 10 Version 1909 for 32-bit Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4540673,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540673,CVE-2020-0869
03/10/2020,Windows Server 2019  (Server Core installation),,Remote Code Execution,Critical,https://support.microsoft.com/help/4538461,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4538461,CVE-2020-0869
03/10/2020,Windows Server 2019,,Remote Code Execution,Critical,https://support.microsoft.com/help/4538461,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4538461,CVE-2020-0869
03/10/2020,Windows 10 Version 1809 for ARM64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4538461,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4538461,CVE-2020-0869
03/10/2020,Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4538461,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4538461,CVE-2020-0869
03/10/2020,Windows 10 Version 1809 for 32-bit Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4538461,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4538461,CVE-2020-0869
03/10/2020,Windows 10 Version 1803 for ARM64-based Systems,,Remote Code Execution,Critical,https://support.microsoft.com/help/4540689,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540689,CVE-2020-0869
03/10/2020,"Windows Server, version 1803  (Server Core Installation)",,Remote Code Execution,Critical,https://support.microsoft.com/help/4540689,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4540689,CVE-2020-0869
